0	-0.364484	0.275236	0.73996	0.996989	0.0229622	-0.0740607	-0.0119438	0.989224	0.14592	0.0766133	-0.144596	0.98652
0.0333333	0.154204	0.969611	-2.01677	0.169298	0.985095	-0.0304364	-0.985443	0.169682	0.0104975	0.0155055	0.0282161	0.999482
0.0666667	0.156297	0.974835	-2.01187	0.0482478	0.998567	0.0231658	-0.998773	0.0484913	-0.0100676	-0.0111765	-0.0226517	0.999681
0.1	0.156731	0.976073	-2.01083	0.0180651	0.999458	0.027512	-0.999834	0.0181202	-0.00175556	-0.00225314	-0.0274757	0.99962
0.133333	0.156928	0.976516	-2.01037	0.00716641	0.999562	0.0287086	-0.999973	0.0071101	0.00206303	0.001858	-0.0287226	0.999586
0.166667	0.157072	0.976691	-2.01015	0.00192766	0.999548	0.0300091	-0.999992	0.00182272	0.00352368	0.00346739	-0.0300156	0.999543
0.2	0.15714	0.976763	-2.01001	-0.00102877	0.99953	0.0306303	-0.999991	-0.00115589	0.00413286	0.00416633	-0.0306257	0.999522
0.233333	0.157123	0.976776	-2.00993	-0.00312981	0.999513	0.0310512	-0.999985	-0.00326514	0.00430835	0.00440764	-0.0310373	0.999509
0.266667	0.157174	0.976817	-2.00985	-0.00467423	0.999472	0.0321567	-0.999977	-0.00482805	0.00470743	0.0048602	-0.0321339	0.999472
0.3	0.157296	0.97688	-2.00975	-0.00566859	0.99943	0.0332842	-0.99997	-0.00584417	0.00518017	0.00537174	-0.0332538	0.999433
0.333333	0.157403	0.976925	-2.00957	-0.00653515	0.999386	0.0344107	-0.999962	-0.00672909	0.0055234	0.00575156	-0.0343733	0.999393
0.366667	0.157401	0.976914	-2.00945	-0.00723683	0.999368	0.0348138	-0.999958	-0.00742936	0.00540399	0.00565921	-0.0347732	0.999379
0.4	0.157528	0.976936	-2.00922	-0.0076735	0.999337	0.0355857	-0.999954	-0.0078743	0.00550606	0.00578262	-0.0355419	0.999351
0.433333	0.15764	0.976977	-2.00899	-0.00807203	0.999319	0.0360125	-0.99995	-0.00828101	0.00565749	0.00595185	-0.035965	0.999335
0.466667	0.157648	0.977022	-2.00876	-0.00867818	0.999324	0.0357328	-0.999943	-0.00889421	0.00589131	0.00620514	-0.0356796	0.999344
0.5	0.157673	0.977198	-2.00838	-0.00924845	0.999325	0.0355576	-0.999931	-0.00950062	0.00692957	0.00726271	-0.0354911	0.999344
0.533333	0.157516	0.977556	-2.00773	-0.0105204	0.99935	0.0344705	-0.999899	-0.0108439	0.0092122	0.00958001	-0.0343701	0.999363
0.566667	0.157221	0.978206	-2.0067	-0.0113519	0.99942	0.0321149	-0.999855	-0.0117533	0.0123352	0.0127055	-0.0319703	0.999408
0.6	0.156844	0.978842	-2.0054	-0.0136166	0.999479	0.029257	-0.999781	-0.0140738	0.0154764	0.0158801	-0.0290398	0.999452
0.633333	0.156404	0.979255	-2.00387	-0.0173861	0.999494	0.0266392	-0.999693	-0.0178473	0.0171762	0.017643	-0.0263324	0.999498
0.666667	0.156014	0.979352	-2.00202	-0.019057	0.999509	0.024856	-0.999656	-0.0194954	0.0175164	0.0179924	-0.0245137	0.999538
0.7	0.155699	0.979344	-1.99977	-0.0204897	0.999472	0.0252252	-0.999625	-0.0209378	0.0176276	0.0181465	-0.0248545	0.999526
0.733333	0.155216	0.97926	-1.99705	-0.021931	0.999415	0.0262494	-0.999616	-0.0223656	0.0163804	0.0169579	-0.0258801	0.999521
0.766667	0.154667	0.979245	-1.99387	-0.0238634	0.999311	0.0284281	-0.999599	-0.0242841	0.0145472	0.0152276	-0.0280696	0.99949
0.8	0.153737	0.979109	-1.99047	-0.0261389	0.999183	0.0308249	-0.999575	-0.0265221	0.0120918	0.0128995	-0.0304958	0.999452
0.833333	0.152631	0.978839	-1.98658	-0.0280598	0.999023	0.0341331	-0.999549	-0.0284078	0.00975399	0.0107141	-0.033844	0.99937
0.866667	0.151224	0.978423	-1.98211	-0.0302542	0.998823	0.0379208	-0.999507	-0.0305491	0.00722119	0.00837113	-0.0376836	0.999255
0.9	0.149662	0.977863	-1.97706	-0.0323336	0.998574	0.0424746	-0.99946	-0.0325537	0.00450085	0.00587713	-0.0423062	0.999087
0.933333	0.147687	0.977092	-1.97153	-0.0340152	0.998339	0.0465024	-0.999415	-0.034147	0.00204416	0.00362869	-0.0464056	0.998916
0.966667	0.14516	0.976143	-1.96555	-0.0358914	0.99809	0.0502777	-0.999354	-0.0359364	-1.00414e-05	0.00179678	-0.0502456	0.998735
1	0.142216	0.97513	-1.95891	-0.0385521	0.99784	0.053195	-0.999256	-0.0385357	-0.00133463	0.000718156	-0.0532069	0.998583
1.03333	0.138684	0.973914	-1.95171	-0.0412356	0.997733	0.0531855	-0.999149	-0.0411905	-0.00194477	0.000250372	-0.0532204	0.998583
1.06667	0.13443	0.972297	-1.94409	-0.0428995	0.997859	0.0493694	-0.999078	-0.0429257	-0.000531005	0.00158934	-0.0493466	0.99878
1.1	0.129468	0.969857	-1.93625	-0.0438337	0.99811	0.0430628	-0.99903	-0.0439773	0.00239079	0.00428006	-0.0429162	0.99907
1.13333	0.123771	0.966389	-1.92799	-0.0451722	0.998376	0.034713	-0.998948	-0.0454192	0.00635782	0.00792413	-0.0343893	0.999377
1.16667	0.117878	0.962459	-1.91936	-0.043769	0.998651	0.0279543	-0.998989	-0.0440357	0.0089969	0.0102158	-0.0275323	0.999569
1.2	0.112182	0.959169	-1.91148	-0.0317399	0.999084	0.0286928	-0.999466	-0.0319478	0.0068157	0.00772613	-0.0284611	0.999565
1.23333	0.10918	0.956324	-1.90602	-0.0171287	0.998464	0.0526876	-0.999853	-0.0171213	-0.000591337	0.000311652	-0.05269	0.998611
1.26667	0.109349	0.953585	-1.89945	-0.00224973	0.995939	0.0900059	-0.999942	-0.00129385	-0.0106771	-0.0105173	-0.0900247	0.995884
1.3	0.10931	0.951629	-1.88861	0.0209687	0.993631	0.110719	-0.999496	0.0234731	-0.0213653	-0.0238282	-0.110215	0.993622
1.33333	0.10728	0.950439	-1.87476	0.045994	0.992848	0.110169	-0.998336	0.049526	-0.0295397	-0.0347847	-0.108627	0.993474
1.36667	0.104683	0.949838	-1.85797	0.0749312	0.992256	0.0990583	-0.99653	0.078122	-0.0287286	-0.0362447	-0.0965619	0.994667
1.4	0.10296	0.948634	-1.83908	0.105539	0.990489	0.0882811	-0.993888	0.107956	-0.0230549	-0.0323661	-0.0853083	0.995829
1.43333	0.102425	0.946049	-1.81771	0.131841	0.987985	0.0806401	-0.990904	0.133568	-0.0163969	-0.0269709	-0.0777448	0.996608
1.46667	0.103679	0.941768	-1.79491	0.14744	0.986248	0.0746807	-0.988778	0.148813	-0.0131349	-0.0240677	-0.0719061	0.997121
1.5	0.106609	0.936434	-1.77043	0.15176	0.985514	0.0757071	-0.988082	0.153259	-0.0143576	-0.0257524	-0.0726259	0.997027
1.53333	0.110339	0.931095	-1.74436	0.153701	0.984482	0.0846835	-0.987604	0.155819	-0.0189526	-0.0318537	-0.0807207	0.996228
1.56667	0.113463	0.926802	-1.71557	0.159194	0.982891	0.0926444	-0.986559	0.161884	-0.0222329	-0.0368502	-0.0878598	0.995451
1.6	0.114645	0.924358	-1.68124	0.16868	0.981964	0.0854018	-0.985078	0.170949	-0.0199392	-0.034179	-0.080764	0.996147
1.63333	0.114754	0.924781	-1.64173	0.186936	0.98022	0.064992	-0.981988	0.188304	-0.0155478	-0.0274785	-0.0609149	0.997765
1.66667	0.114924	0.929072	-1.60098	0.211289	0.976104	0.050769	-0.977071	0.212323	-0.015858	-0.0262585	-0.0462543	0.998585
1.7	0.114534	0.935725	-1.55964	0.233397	0.971837	0.0325241	-0.972113	0.233988	-0.0156654	-0.0228344	-0.0279609	0.999348
1.73333	0.115018	0.942031	-1.51911	0.248787	0.968096	0.0299299	-0.968433	0.249132	-0.00835115	-0.0155412	-0.0269074	0.999517
1.76667	0.114423	0.946562	-1.47816	0.253	0.966919	0.0325389	-0.967464	0.252777	0.0108599	0.00227557	-0.0342277	0.999411
1.8	0.11114	0.949189	-1.43922	0.233537	0.971667	0.0363816	-0.972002	0.232292	0.0353875	0.0259337	-0.0436273	0.998711
1.83333	0.105914	0.950715	-1.40552	0.190684	0.981123	0.0322	-0.980712	0.188964	0.0499618	0.042934	-0.0411059	0.998232
1.86667	0.103182	0.952151	-1.37424	0.143654	0.989148	0.0308014	-0.988945	0.14233	0.0415806	0.0367454	-0.0364341	0.99866
1.9	0.10133	0.954869	-1.34217	0.0864149	0.995706	0.0331927	-0.995921	0.0854701	0.0289029	0.0259418	-0.035555	0.999031
1.93333	0.0999244	0.957909	-1.30934	0.024392	0.998748	0.0436748	-0.99946	0.0234007	0.0230682	0.0220173	-0.0442139	0.998779
1.96667	0.0992554	0.959677	-1.27506	-0.0369926	0.997495	0.0602864	-0.999017	-0.0383896	0.0221814	0.0244402	-0.0594066	0.997935
2	0.101221	0.959069	-1.23746	-0.0916655	0.991572	0.0915606	-0.995325	-0.0940452	0.0220135	0.0304388	-0.0891147	0.995556
2.03333	0.108187	0.95486	-1.19941	-0.120271	0.984498	0.127663	-0.992075	-0.123903	0.020869	0.0363633	-0.124141	0.991598
2.06667	0.114044	0.946634	-1.16703	-0.0977354	0.987158	0.126356	-0.994885	-0.10017	0.013047	0.0255367	-0.124435	0.991899
2.1	0.115132	0.937191	-1.13472	-0.0626466	0.993065	0.0994813	-0.997967	-0.0635001	0.0054337	0.0117131	-0.0989387	0.995025
