0	-0.0937414	-0.0312161	0.754607	0.999593	0.00232367	-0.0284208	-0.00151537	0.999595	0.028429	0.0284753	-0.0283744	0.999192
0.0333333	0.150193	0.967601	-1.93431	0.0913368	0.995461	-0.0267248	-0.995577	0.0918749	0.0196512	0.0220173	0.0248117	0.99945
0.0666667	0.149365	0.967241	-1.93435	0.0242274	0.999637	0.0117854	-0.999702	0.0242603	-0.0026588	-0.00294375	-0.0117175	0.999927
0.1	0.149929	0.966963	-1.93401	0.0253817	0.999452	0.021234	-0.999656	0.0255162	-0.00608449	-0.00662297	-0.0210723	0.999756
0.133333	0.150491	0.966831	-1.93361	0.0273824	0.999328	0.0243818	-0.99959	0.0275764	-0.00765255	-0.00831977	-0.0241623	0.999673
0.166667	0.150941	0.966716	-1.93328	0.028065	0.99927	0.025912	-0.999564	0.0282926	-0.00845974	-0.00918668	-0.0256633	0.999628
0.2	0.151478	0.966654	-1.93304	0.0282242	0.999235	0.0270886	-0.999557	0.0284676	-0.00864195	-0.00940648	-0.0268327	0.999596
0.233333	0.151829	0.966589	-1.93282	0.0280235	0.999229	0.0275099	-0.999562	0.0282723	-0.00869527	-0.00946633	-0.0272542	0.999584
0.266667	0.152151	0.966563	-1.93265	0.0277587	0.999226	0.0278591	-0.999569	0.0280118	-0.0087357	-0.00950933	-0.0276046	0.999574
0.3	0.152401	0.966544	-1.9325	0.0274728	0.999236	0.027803	-0.999578	0.0277229	-0.00864948	-0.00941365	-0.0275536	0.999576
0.333333	0.152606	0.966544	-1.93244	0.0272161	0.999247	0.0276638	-0.999587	0.0274608	-0.00850484	-0.00925811	-0.0274209	0.999581
0.366667	0.152768	0.966542	-1.93236	0.0268714	0.999253	0.0277591	-0.999602	0.0270999	-0.00788785	-0.00863423	-0.0275361	0.999584
0.4	0.152952	0.966593	-1.9324	0.0263091	0.999267	0.027823	-0.999624	0.0265128	-0.00697588	-0.00770843	-0.0276291	0.999589
0.433333	0.152951	0.966579	-1.93243	0.0255987	0.999312	0.0268498	-0.999647	0.02578	-0.00642791	-0.00711567	-0.0266758	0.999619
0.466667	0.153138	0.966675	-1.93253	0.0246892	0.999339	0.0266925	-0.999674	0.0248533	-0.0058318	-0.00649135	-0.0265399	0.999627
0.5	0.153203	0.966558	-1.9326	0.0242236	0.99936	0.0263389	-0.999684	0.0243921	-0.00609297	-0.00673153	-0.026183	0.999635
0.533333	0.153409	0.966588	-1.93255	0.0225385	0.999402	0.0262323	-0.999729	0.0226853	-0.00531094	-0.00590285	-0.0261055	0.999642
0.566667	0.153213	0.966416	-1.93235	0.0239494	0.999429	0.0238461	-0.999699	0.0240687	-0.00472913	-0.00530037	-0.0237257	0.999704
0.6	0.153223	0.966156	-1.93198	0.0261421	0.999374	0.0238254	-0.999646	0.0262537	-0.00438235	-0.00500511	-0.0237024	0.999707
0.633333	0.152791	0.966027	-1.93091	0.0259924	0.999364	0.0243988	-0.999655	0.0260792	-0.00324815	-0.00388239	-0.0243059	0.999697
0.666667	0.151602	0.965732	-1.92931	0.0275645	0.99931	0.0248846	-0.999616	0.0276221	-0.0019745	-0.0026605	-0.0248206	0.999688
0.7	0.150634	0.965131	-1.92729	0.0289901	0.999121	0.0302851	-0.999571	0.0291012	-0.00323446	-0.00411295	-0.0301783	0.999536
0.733333	0.149192	0.964373	-1.92463	0.0306637	0.998865	0.0364435	-0.999495	0.0309476	-0.007252	-0.0083716	-0.0362027	0.999309
