0	0.965573	-0.260132	0	0.260132	0.965573	0	0	0	1
0.0333333	0.875014	-0.481176	-0.0531003	0.480261	0.876624	-0.0296674	0.0608242	0.000457447	0.998148
0.0666667	0.820096	-0.551829	-0.151421	0.544549	0.833911	-0.0897745	0.175812	-0.00883235	0.984384
0.1	0.776158	-0.586484	-0.231548	0.568373	0.80975	-0.145795	0.273003	-0.0184458	0.961836
0.133333	0.736812	-0.608389	-0.294907	0.577349	0.793163	-0.193805	0.351818	-0.027466	0.935665
0.166667	0.701769	-0.624358	-0.34307	0.58054	0.780311	-0.23257	0.412908	-0.0359555	0.910063
0.2	0.671226	-0.63683	-0.379345	0.581523	0.769754	-0.263267	0.459659	-0.0438864	0.887011
0.233333	0.644754	-0.647339	-0.406503	0.58238	0.76046	-0.287288	0.495102	-0.0515097	0.867307
0.266667	0.623164	-0.655783	-0.426164	0.583266	0.752697	-0.305366	0.521026	-0.0582739	0.851549
0.3	0.607439	-0.661564	-0.439717	0.583441	0.747217	-0.31822	0.539087	-0.0632501	0.839872
0.333333	0.594965	-0.665719	-0.450372	0.58286	0.743186	-0.328555	0.553436	-0.067025	0.83019
0.366667	0.586701	-0.667906	-0.457913	0.581365	0.741032	-0.335985	0.563734	-0.0690917	0.823061
0.4	0.581053	-0.668634	-0.46401	0.578749	0.740308	-0.342043	0.572212	-0.0698	0.81713
0.433333	0.577372	-0.668332	-0.469014	0.575385	0.74061	-0.347029	0.579287	-0.0694991	0.812155
0.466667	0.57636	-0.663892	-0.476505	0.565114	0.744999	-0.354433	0.590301	-0.0649988	0.804562
0.5	0.574895	-0.661326	-0.481813	0.558496	0.747503	-0.359614	0.597978	-0.0623508	0.799083
0.533333	0.573205	-0.66125	-0.483926	0.55707	0.747576	-0.361667	0.600924	-0.0622715	0.796877
0.566667	0.572642	-0.658915	-0.487763	0.551583	0.749836	-0.365379	0.606496	-0.0598104	0.792834
0.6	0.572081	-0.65753	-0.490283	0.548153	0.751166	-0.3678	0.610124	-0.0583386	0.790155
0.633333	0.571566	-0.656209	-0.492648	0.544891	0.752429	-0.370061	0.61352	-0.0569254	0.787625
0.666667	0.570699	-0.655435	-0.494679	0.542551	0.753166	-0.371994	0.616393	-0.056092	0.785438
0.7	0.569707	-0.655125	-0.496231	0.541127	0.75346	-0.373469	0.618559	-0.0557564	0.783758
0.733333	0.569362	-0.65476	-0.497107	0.540069	0.753807	-0.374301	0.6198	-0.0553597	0.782805
0.766667	0.568853	-0.654682	-0.497792	0.539515	0.753881	-0.37495	0.620749	-0.0552745	0.782058
0.8	0.569072	-0.654714	-0.497501	0.53975	0.75385	-0.374674	0.620345	-0.0553095	0.782376
0.833333	0.569605	-0.654417	-0.497282	0.5395	0.754132	-0.374466	0.620073	-0.0549857	0.782615
0.866667	0.570516	-0.654218	-0.496498	0.539751	0.75432	-0.373725	0.619016	-0.0547696	0.783466
0.9	0.571889	-0.653707	-0.495591	0.539669	0.754803	-0.372867	0.617819	-0.0542165	0.784449
0.933333	0.573033	-0.653343	-0.494749	0.539737	0.755146	-0.372073	0.616699	-0.0538239	0.785357
0.966667	0.573694	-0.653446	-0.493846	0.540457	0.75505	-0.371223	0.615452	-0.0539343	0.786327
1	0.574386	-0.65354	-0.492916	0.541182	0.754961	-0.370346	0.614168	-0.0540354	0.787323
1.03333	0.5754	-0.653384	-0.491939	0.541606	0.755108	-0.369426	0.612844	-0.053869	0.788366
1.06667	0.574479	-0.65455	-0.491465	0.54344	0.754007	-0.368979	0.612084	-0.0551109	0.78887
1.1	0.572657	-0.658543	-0.488247	0.550738	0.750199	-0.365909	0.607249	-0.0593553	0.792291
1.13333	0.572015	-0.660784	-0.485967	0.555124	0.748034	-0.363707	0.603852	-0.0617263	0.794703
1.16667	0.570654	-0.662511	-0.485214	0.557862	0.746351	-0.362973	0.602614	-0.0635504	0.795499
1.2	0.570514	-0.660357	-0.488307	0.553065	0.748449	-0.365983	0.607152	-0.0612667	0.79222
