0	0
0.0333333	0.403078
0.0666667	0.378668
0.1	0.371836
0.133333	0.370751
0.166667	0.371356
0.2	0.372943
0.233333	0.372346
0.266667	0.373429
0.3	0.373882
0.333333	0.375561
0.366667	0.378385
0.4	0.380737
0.433333	0.380887
0.466667	0.380481
0.5	0.380129
0.533333	0.378477
0.566667	0.376207
0.6	0.374108
0.633333	0.372205
0.666667	0.372116
0.7	0.372966
0.733333	0.374784
0.766667	0.376041
0.8	0.375947
0.833333	0.37762
0.866667	0.378709
0.9	0.378327
0.933333	0.37856
0.966667	0.378486
1	0.378099
1.03333	0.378058
1.06667	0.377753
1.1	0.377733
1.13333	0.377853
1.16667	0.378667
1.2	0.379826
1.23333	0.379902
1.26667	0.379083
1.3	0.378499
1.33333	0.376627
1.36667	0.373765
1.4	0.374924
1.43333	0.379574
1.46667	0.388289
1.5	0.406611
1.53333	0.43251
1.56667	0.453321
1.6	0.454506
1.63333	0.450718
1.66667	0.445434
1.7	0.443089
1.73333	0.437306
1.76667	0.424053
1.8	0.402589
1.83333	0.376027
1.86667	0.349823
1.9	0.330444
1.93333	0.319044
1.96667	0.31435
2	0.303774
2.03333	0.300689
2.06667	0.30758
2.1	0.323308
2.13333	0.345835
2.16667	0.364063
2.2	0.365673
2.23333	0.355901
2.26667	0.347804
2.3	0.351643
2.33333	0.37035
2.36667	0.405546
2.4	0.450708
2.43333	0.500107
2.46667	0.543358
2.5	0.569656
2.53333	0.579925
2.56667	0.572985
2.6	0.54546
2.63333	0.530583
2.66667	0.523373
2.7	0.507649
2.73333	0.490684
2.76667	0.464386
2.8	0.43015
2.83333	0.394115
2.86667	0.367988
2.9	0.353341
2.93333	0.348749
2.96667	0.351724
3	0.360041
3.03333	0.375744
3.06667	0.385004
3.1	0.375225
3.13333	0.356099
3.16667	0.336242
3.2	0.324761
3.23333	0.316977
3.26667	0.318757
3.3	0.32917
3.33333	0.354165
3.36667	0.386794
3.4	0.428878
3.43333	0.483515
3.46667	0.544617
3.5	0.596653
3.53333	0.628732
3.56667	0.649585
3.6	0.643412
3.63333	0.609782
3.66667	0.57165
3.7	0.528587
3.73333	0.480772
3.76667	0.44438
3.8	0.407898
3.83333	0.370926
3.86667	0.348498
3.9	0.345639
3.93333	0.357187
3.96667	0.369978
4	0.373989
4.03333	0.368692
4.06667	0.363617
4.1	0.362491
4.13333	0.350045
4.16667	0.327656
4.2	0.307223
4.23333	0.302049
4.26667	0.305312
4.3	0.310624
4.33333	0.318763
4.36667	0.333303
4.4	0.356034
4.43333	0.38544
4.46667	0.42305
4.5	0.471365
4.53333	0.53134
4.56667	0.585055
4.6	0.627507
4.63333	0.653234
4.66667	0.658426
4.7	0.621723
4.73333	0.571145
4.76667	0.516375
4.8	0.457678
4.83333	0.414816
4.86667	0.38549
4.9	0.365571
4.93333	0.354449
4.96667	0.353983
5	0.358035
5.03333	0.359261
5.06667	0.352442
5.1	0.338759
5.13333	0.326546
5.16667	0.325374
5.2	0.324137
5.23333	0.319268
5.26667	0.313328
5.3	0.319734
5.33333	0.339451
5.36667	0.36656
5.4	0.393503
5.43333	0.424278
5.46667	0.45047
5.5	0.47753
5.53333	0.505938
5.56667	0.535788
5.6	0.567948
5.63333	0.595541
5.66667	0.61342
5.7	0.617125
5.73333	0.605517
